epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,18096.4,0.76749,1.33162,1.2372,0.72715,0.48761,0.61327,0.51648,0.76573,1.2406,1.22606,0.000281252,0.000281252,0.000281252
48,26527.4,0.76737,1.34765,1.2352,0.72569,0.53047,0.62718,0.53537,0.72266,1.18294,1.20051,0.000281252,0.000281252,0.000281252
49,18430.3,0.75741,1.27834,1.22611,0.63782,0.52481,0.6102,0.51931,0.72567,1.18373,1.20003,0.000276045,0.000276045,0.000276045
49,26860.1,0.75988,1.29752,1.22505,0.76121,0.51886,0.61246,0.52798,0.70466,1.1652,1.20475,0.000276045,0.000276045,0.000276045
50,18759.7,0.74879,1.27987,1.23291,0.63607,0.61089,0.65649,0.55744,0.76958,1.20689,1.25771,0.000270837,0.000270837,0.000270837
50,27189.9,0.75997,1.29324,1.23497,0.59022,0.52749,0.62411,0.53082,0.73719,1.1976,1.21685,0.000270837,0.000270837,0.000270837
51,19112.5,0.75388,1.29279,1.24391,0.82072,0.48741,0.61374,0.51914,0.74756,1.15525,1.22226,0.00026563,0.00026563,0.00026563
51,27546.4,0.75558,1.26654,1.22454,0.73327,0.52066,0.62297,0.52257,0.73268,1.23835,1.20394,0.00026563,0.00026563,0.00026563
52,19500,0.73814,1.27303,1.21472,0.68991,0.55245,0.61814,0.53108,0.74413,1.16634,1.20587,0.000260423,0.000260423,0.000260423
52,27933,0.73978,1.27067,1.22744,0.60987,0.58665,0.61621,0.51859,0.72349,1.20672,1.21135,0.000260423,0.000260423,0.000260423
53,19877,0.75268,1.24935,1.23554,0.51018,0.62769,0.6305,0.53263,0.71612,1.09102,1.18621,0.000255215,0.000255215,0.000255215
53,28309.5,0.7445,1.26414,1.21577,0.68506,0.55612,0.65133,0.55905,0.71183,1.15693,1.17991,0.000255215,0.000255215,0.000255215
54,20200.7,0.75039,1.2609,1.22727,0.628,0.58114,0.64106,0.54896,0.72358,1.13451,1.18308,0.000250008,0.000250008,0.000250008
54,28634.5,0.73091,1.23444,1.2128,0.59116,0.57318,0.64918,0.55703,0.7244,1.14366,1.19835,0.000250008,0.000250008,0.000250008
55,20524.1,0.71959,1.24289,1.19263,0.63738,0.59516,0.65138,0.56195,0.71627,1.07708,1.18234,0.0002448,0.0002448,0.0002448
55,28956.7,0.71935,1.27264,1.21253,0.71137,0.55322,0.66293,0.57149,0.71389,1.1774,1.19259,0.0002448,0.0002448,0.0002448
56,20846,0.74364,1.21947,1.21951,0.64752,0.62594,0.671,0.57568,0.71561,1.05214,1.18023,0.000239593,0.000239593,0.000239593
56,29279,0.75084,1.24089,1.22696,0.46562,0.65001,0.62823,0.54296,0.71519,1.194,1.1845,0.000239593,0.000239593,0.000239593
57,21168,0.74357,1.19193,1.21211,0.62957,0.63823,0.67443,0.58037,0.70743,1.04989,1.17107,0.000234386,0.000234386,0.000234386
57,29602,0.72916,1.20837,1.20918,0.73154,0.56378,0.68963,0.58844,0.72673,1.08619,1.1982,0.000234386,0.000234386,0.000234386
58,21491.7,0.73482,1.19851,1.22078,0.67406,0.63098,0.67999,0.59169,0.70179,1.09531,1.16846,0.000229178,0.000229178,0.000229178
58,29925.2,0.73988,1.21712,1.21369,0.75271,0.57163,0.69905,0.60261,0.70008,1.06909,1.18001,0.000229178,0.000229178,0.000229178
59,21831,0.71045,1.15885,1.19657,0.69471,0.55071,0.66552,0.56875,0.7204,1.06014,1.19103,0.000223971,0.000223971,0.000223971
59,30265.8,0.72323,1.19436,1.20813,0.76769,0.55279,0.66613,0.57313,0.71036,1.07303,1.17497,0.000223971,0.000223971,0.000223971
60,22177.8,0.73521,1.18657,1.20316,0.57227,0.70687,0.71943,0.61792,0.69569,0.95062,1.16609,0.000218763,0.000218763,0.000218763
60,30613.3,0.71752,1.18528,1.19754,0.82335,0.55878,0.6895,0.60381,0.68501,1.02212,1.16233,0.000218763,0.000218763,0.000218763
61,22552.2,0.70773,1.15617,1.19219,0.59401,0.67082,0.65826,0.56263,0.70076,1.06926,1.16472,0.000213556,0.000213556,0.000213556
61,30988.6,0.72616,1.21351,1.20976,0.57427,0.61718,0.66878,0.57593,0.72818,1.04957,1.20323,0.000213556,0.000213556,0.000213556
